data,produto,categoria,quantidade,preco,regiao
2026-08-13,Cadeira Gamer,Mobiliario,8,1544.86,Sudeste
2026-08-13,Headset,Perifericos,3,523.15,Sul
2026-08-13,Suporte Monitor,Mobiliario,4,369.37,Centro-Oeste
2026-08-14,Webcam,Perifericos,14,216.77,Sudeste
2026-08-14,Mouse,Perifericos,5,142.57,Centro-Oeste
2026-08-14,Monitor,Eletronicos,3,1120.62,Sudeste
2026-08-14,Monitor,Eletronicos,11,968.87,Centro-Oeste
2026-08-14,Headset,Perifericos,12,285.74,Nordeste
2026-08-14,Cadeira Gamer,Mobiliario,8,1593.25,Sudeste
2026-08-14,Mouse,Perifericos,6,42.54,Sudeste
2026-08-15,Webcam,Perifericos,8,481.02,Sudeste
2026-08-15,Suporte Monitor,Mobiliario,7,142.49,Sul
2026-08-15,Monitor,Eletronicos,11,1234.96,Sul
2026-08-15,HD Externo 2TB,Armazenamento,3,675.36,Sudeste
2026-08-15,Suporte Monitor,Mobiliario,13,219.88,Sudeste
2026-08-15,Headset,Perifericos,6,496.06,Sul
2026-08-15,HD Externo 2TB,Armazenamento,3,626.05,Sul
2026-08-15,Webcam,Perifericos,12,327.11,Sul
2026-08-15,Teclado,Perifericos,4,342.86,Sul
2026-08-16,Mouse,Perifericos,11,91.78,Sudeste
2026-08-16,Webcam,Perifericos,10,177.29,Centro-Oeste
2026-08-16,Smartphone,Eletronicos,13,2633.39,Sul
2026-08-16,Teclado,Perifericos,2,171.95,Nordeste
2026-08-16,Headset,Perifericos,15,418.72,Norte
2026-08-16,Suporte Monitor,Mobiliario,11,286.67,Sudeste
2026-08-16,Notebook,Eletronicos,2,3532.58,Norte
2026-08-17,Mesa Ajustavel,Mobiliario,1,1170.05,Nordeste
2026-08-17,Mouse,Perifericos,10,181.97,Sudeste
2026-08-17,HD Externo 2TB,Armazenamento,6,666.44,Nordeste
2026-08-17,SSD 1TB,Armazenamento,8,461.13,Sul
2026-08-18,Mesa Ajustavel,Mobiliario,6,2095.80,Sudeste
2026-08-18,Mesa Ajustavel,Mobiliario,6,2776.46,Sudeste
2026-08-18,Suporte Monitor,Mobiliario,4,109.47,Centro-Oeste
2026-08-18,Mesa Ajustavel,Mobiliario,7,2275.21,Norte
2026-08-18,Notebook,Eletronicos,7,4299.82,Sudeste
2026-08-18,HD Externo 2TB,Armazenamento,1,608.35,Nordeste
2026-08-18,Headset,Perifericos,1,258.22,Sudeste
2026-08-18,Cadeira Gamer,Mobiliario,8,1944.31,Sul
2026-08-18,Mesa Ajustavel,Mobiliario,3,1690.61,Sul
2026-08-19,Webcam,Perifericos,13,515.11,Sul
2026-08-19,Mesa Ajustavel,Mobiliario,11,1961.07,Sudeste
2026-08-19,HD Externo 2TB,Armazenamento,10,530.10,Centro-Oeste
2026-08-19,Cadeira Gamer,Mobiliario,8,1381.81,Centro-Oeste
2026-08-19,Headset,Perifericos,11,151.36,Nordeste
2026-08-19,Monitor,Eletronicos,3,1598.85,Nordeste
2026-08-19,Pen Drive 128GB,Armazenamento,6,70.67,Nordeste
2026-08-19,Notebook,Eletronicos,11,3411.24,Sudeste
2026-08-19,Teclado,Perifericos,10,162.10,Centro-Oeste
2026-08-20,Pen Drive 128GB,Armazenamento,6,48.85,Sudeste
2026-08-20,Mesa Ajustavel,Mobiliario,13,2089.74,Norte
2026-08-20,Pen Drive 128GB,Armazenamento,9,83.84,Sul
2026-08-20,Teclado,Perifericos,14,94.51,Sudeste
2026-08-20,Monitor,Eletronicos,10,1124.60,Norte
2026-08-20,Notebook,Eletronicos,6,3511.93,Sul
2026-08-20,Mouse,Perifericos,9,155.12,Centro-Oeste
2026-08-20,Smartphone,Eletronicos,15,2586.13,Sul
2026-08-20,Mesa Ajustavel,Mobiliario,15,2864.29,Nordeste
2026-08-20,HD Externo 2TB,Armazenamento,4,442.64,Sul
2026-08-20,HD Externo 2TB,Armazenamento,2,591.17,Sudeste
2026-08-20,Cadeira Gamer,Mobiliario,11,1171.23,Centro-Oeste
2026-08-20,Teclado,Perifericos,11,268.83,Sul
2026-08-20,SSD 1TB,Armazenamento,14,516.74,Sudeste
2026-08-20,Mesa Ajustavel,Mobiliario,13,1200.14,Sudeste
2026-08-20,Webcam,Perifericos,10,171.36,Sul
2026-08-21,Webcam,Perifericos,12,0.00,Sul
2026-08-21,Notebook,Eletronicos,8,3089.87,Nordeste
2026-08-21,Teclado,Perifericos,5,163.43,Centro-Oeste
2026-08-21,SSD 1TB,Armazenamento,4,566.17,Nordeste
2026-08-21,Teclado,Perifericos,10,124.52,Centro-Oeste
2026-08-21,Pen Drive 128GB,Armazenamento,14,111.93,Sul
2026-08-22,Suporte Monitor,Mobiliario,10,128.86,Centro-Oeste
2026-08-22,HD Externo 2TB,Armazenamento,1,565.04,Sudeste
2026-08-22,HD Externo 2TB,Armazenamento,1,598.79,Sul
2026-08-22,Pen Drive 128GB,Armazenamento,5,69.46,Sul
2026-08-22,Mesa Ajustavel,Mobiliario,5,1347.09,Sul
2026-08-22,Mouse,Perifericos,4,43.14,Sul
2026-08-22,Suporte Monitor,Mobiliario,13,150.05,Sul
2026-08-22,Webcam,Perifericos,2,218.37,Sudeste
2026-08-22,Mesa Ajustavel,Mobiliario,13,1659.76,Sudeste
2026-08-22,Webcam,Perifericos,9,487.73,Nordeste
2026-08-22,Pen Drive 128GB,Armazenamento,14,63.56,Sudeste
2026-08-22,Mesa Ajustavel,Mobiliario,6,1240.58,Sul
2026-08-22,Monitor,Eletronicos,4,1582.95,Sul
2026-08-23,Headset,Perifericos,3,225.50,Sul
2026-08-23,Mesa Ajustavel,Mobiliario,9,2058.21,Nordeste
2026-08-23,SSD 1TB,Armazenamento,13,586.10,Sudeste
2026-08-23,Suporte Monitor,Mobiliario,14,203.35,Norte
2026-08-23,SSD 1TB,Armazenamento,14,651.63,Nordeste
2026-08-23,Teclado,Perifericos,5,322.32,Nordeste
2026-08-23,Pen Drive 128GB,Armazenamento,3,69.69,Sudeste
2026-08-23,Notebook,Eletronicos,7,4139.53,Sudeste
2026-08-23,HD Externo 2TB,Armazenamento,15,469.73,Sudeste
2026-08-23,Smartphone,Eletronicos,9,2416.85,Sudeste
2026-08-23,Notebook,Eletronicos,9,4334.91,Sudeste
2026-08-24,HD Externo 2TB,Armazenamento,7,458.88,Sudeste
2026-08-24,Cadeira Gamer,Mobiliario,5,1466.50,Nordeste
2026-08-24,Headset,Perifericos,3,646.21,Sudeste
2026-08-24,HD Externo 2TB,Armazenamento,7,516.08,Sul
2026-08-24,Teclado,Perifericos,9,402.96,Norte
2026-08-24,Headset,Perifericos,9,504.03,Sudeste
2026-08-24,Teclado,Perifericos,4,399.20,Centro-Oeste
2026-08-24,Cadeira Gamer,Mobiliario,13,2273.66,Sul
2026-08-24,SSD 1TB,Armazenamento,13,322.94,Sudeste
2026-08-25,Teclado,Perifericos,15,378.69,Nordeste
2026-08-25,Notebook,Eletronicos,4,0.00,Sul
2026-08-25,Teclado,Perifericos,14,392.33,Sul
2026-08-25,Teclado,Perifericos,11,261.53,Sul
2026-08-25,HD Externo 2TB,Armazenamento,13,523.54,Sudeste
2026-08-25,Teclado,Perifericos,6,303.06,Centro-Oeste
2026-08-25,Monitor,Eletronicos,13,1633.10,Nordeste
2026-08-25,Mesa Ajustavel,Mobiliario,8,1476.00,Centro-Oeste
2026-08-25,Headset,Perifericos,6,285.85,Sudeste
2026-08-25,Headset,Perifericos,7,421.99,Sudeste
2026-08-25,Cadeira Gamer,Mobiliario,15,2144.00,Centro-Oeste
2026-08-25,SSD 1TB,Armazenamento,2,645.30,Sudeste
2026-08-25,Mesa Ajustavel,Mobiliario,4,1445.48,Sul
2026-08-25,Mouse,Perifericos,15,169.56,Norte
2026-08-26,Headset,Perifericos,5,310.61,Norte
2026-08-26,Mesa Ajustavel,Mobiliario,1,2003.99,Nordeste
2026-08-26,Headset,Perifericos,13,330.36,Sudeste
2026-08-26,Cadeira Gamer,Mobiliario,1,2193.06,Nordeste
2026-08-27,Webcam,Perifericos,14,489.33,Sudeste
2026-08-27,Teclado,Perifericos,11,327.02,Sul
2026-08-27,HD Externo 2TB,Armazenamento,7,426.26,Sudeste
2026-08-27,Webcam,Perifericos,9,346.10,Sudeste
2026-08-27,Teclado,Perifericos,11,289.24,Sudeste
2026-08-27,Mesa Ajustavel,Mobiliario,6,1208.81,Nordeste
2026-08-27,Suporte Monitor,Mobiliario,11,234.04,Sudeste
2026-08-27,Mesa Ajustavel,Mobiliario,1,1130.11,Nordeste
2026-08-27,Webcam,Perifericos,10,239.99,Nordeste
2026-08-27,Mesa Ajustavel,Mobiliario,1,2246.15,Nordeste
2026-08-27,Monitor,Eletronicos,14,1265.98,Nordeste
2026-08-28,Mouse,Perifericos,2,42.02,Sudeste
2026-08-28,Monitor,Eletronicos,1,1826.73,Sudeste
2026-08-28,Cadeira Gamer,Mobiliario,11,1881.63,Sudeste
2026-08-28,Suporte Monitor,Mobiliario,13,286.67,Sudeste
2026-08-28,Pen Drive 128GB,Armazenamento,8,65.48,Sudeste
2026-08-28,Suporte Monitor,Mobiliario,12,214.01,Sudeste
2026-08-28,Notebook,Eletronicos,1,4226.42,Sudeste
2026-08-29,Pen Drive 128GB,Armazenamento,12,99.90,Sul
2026-08-29,Monitor,Eletronicos,11,1759.50,Sudeste
2026-08-29,Smartphone,Eletronicos,4,3370.54,Nordeste
2026-08-29,Smartphone,Eletronicos,11,2310.72,Sul
2026-08-29,Headset,Perifericos,11,322.01,Sul
2026-08-29,Monitor,Eletronicos,13,1316.39,Sudeste
2026-08-29,Suporte Monitor,Mobiliario,4,208.04,Sudeste
2026-08-29,Mouse,Perifericos,3,37.51,Sul
2026-08-29,Mesa Ajustavel,Mobiliario,11,1707.62,Nordeste
2026-08-29,Cadeira Gamer,Mobiliario,11,1932.83,Sul
2026-08-29,Teclado,Perifericos,14,369.64,Nordeste
2026-08-30,Webcam,Perifericos,4,241.58,Sudeste
2026-08-30,Notebook,Eletronicos,11,3512.71,Nordeste
2026-08-30,Pen Drive 128GB,Armazenamento,13,49.80,Sul
2026-08-30,Headset,Perifericos,5,321.75,Sul
2026-08-30,HD Externo 2TB,Armazenamento,6,432.47,Nordeste
2026-08-30,Webcam,Perifericos,15,216.33,Centro-Oeste
2026-08-30,SSD 1TB,Armazenamento,1,363.01,Sudeste
2026-08-30,Suporte Monitor,Mobiliario,2,350.02,Centro-Oeste
2026-08-31,Headset,Perifericos,4,431.13,Nordeste
2026-08-31,Notebook,Eletronicos,7,3194.64,Sudeste
2026-08-31,Smartphone,Eletronicos,3,2320.55,Sul
2026-08-31,Pen Drive 128GB,Armazenamento,6,66.39,Sudeste
2026-08-31,HD Externo 2TB,Armazenamento,14,642.81,Nordeste
2026-08-31,Monitor,Eletronicos,2,1069.79,Sul
2026-08-31,Pen Drive 128GB,Armazenamento,10,53.65,Norte
2026-09-01,Suporte Monitor,Mobiliario,10,332.88,Sudeste
2026-09-01,Webcam,Perifericos,11,366.77,Sudeste
2026-09-01,Mesa Ajustavel,Mobiliario,10,2037.99,Nordeste
2026-09-01,Smartphone,Eletronicos,5,1982.94,Sul
2026-09-01,Monitor,Eletronicos,7,1089.08,Sudeste
2026-09-01,Pen Drive 128GB,Armazenamento,6,76.96,Nordeste
2026-09-01,Mesa Ajustavel,Mobiliario,11,2481.71,Sudeste
2026-09-01,SSD 1TB,Armazenamento,12,514.64,Sudeste
2026-09-01,Mesa Ajustavel,Mobiliario,6,2895.86,Sul
2026-09-01,HD Externo 2TB,Armazenamento,6,476.69,Sul
2026-09-01,Suporte Monitor,Mobiliario,8,263.78,Sudeste
2026-09-01,HD Externo 2TB,Armazenamento,4,466.29,Nordeste
2026-09-02,Mesa Ajustavel,Mobiliario,7,2460.10,Sudeste
2026-09-02,Pen Drive 128GB,Armazenamento,1,98.90,Nordeste
2026-09-02,Monitor,Eletronicos,3,1205.60,Nordeste
2026-09-02,Notebook,Eletronicos,8,3411.86,Sudeste
2026-09-02,Notebook,Eletronicos,7,3459.26,Sudeste
2026-09-02,Smartphone,Eletronicos,1,3666.94,Sudeste
2026-09-02,Smartphone,Eletronicos,6,2768.35,Nordeste
2026-09-02,Cadeira Gamer,Mobiliario,3,2250.05,Centro-Oeste
2026-09-02,Webcam,Perifericos,2,494.86,Sudeste
2026-09-02,Smartphone,Eletronicos,6,1712.39,Sudeste
2026-09-03,Cadeira Gamer,Mobiliario,4,1391.69,Centro-Oeste
2026-09-03,Mesa Ajustavel,Mobiliario,2,1147.27,Sudeste
2026-09-03,SSD 1TB,Armazenamento,10,603.67,Sul
2026-09-03,Suporte Monitor,Mobiliario,13,340.73,Sul
2026-09-03,HD Externo 2TB,Armazenamento,12,444.99,Nordeste
2026-09-03,SSD 1TB,Armazenamento,3,611.33,Sudeste
2026-09-03,HD Externo 2TB,Armazenamento,9,391.40,Centro-Oeste
2026-09-03,SSD 1TB,Armazenamento,13,0.00,Nordeste
2026-09-03,Headset,Perifericos,8,529.34,Sul
2026-09-03,Teclado,Perifericos,15,407.33,Sudeste
2026-09-03,Webcam,Perifericos,4,445.17,Nordeste
2026-09-03,Suporte Monitor,Mobiliario,10,206.88,Sudeste
2026-09-04,Mesa Ajustavel,Mobiliario,11,1159.22,Centro-Oeste
2026-09-04,Pen Drive 128GB,Armazenamento,5,112.83,Nordeste
2026-09-04,Monitor,Eletronicos,10,1658.57,Norte
2026-09-04,Cadeira Gamer,Mobiliario,8,1710.96,Sul
2026-09-04,SSD 1TB,Armazenamento,1,579.08,Nordeste
2026-09-04,Mesa Ajustavel,Mobiliario,10,2337.80,Sudeste
2026-09-04,Mouse,Perifericos,8,88.99,Sudeste
2026-09-04,Mouse,Perifericos,3,120.55,Sudeste
2026-09-05,HD Externo 2TB,Armazenamento,2,535.25,Centro-Oeste
2026-09-05,Smartphone,Eletronicos,7,2023.36,Sudeste
2026-09-05,Teclado,Perifericos,12,298.49,Centro-Oeste
2026-09-05,HD Externo 2TB,Armazenamento,8,478.86,Sudeste
2026-09-05,Pen Drive 128GB,Armazenamento,2,46.92,Sudeste
2026-09-05,Monitor,Eletronicos,13,964.08,Centro-Oeste
2026-09-05,Smartphone,Eletronicos,11,2323.55,Sudeste
2026-09-06,HD Externo 2TB,Armazenamento,7,667.95,Sudeste
2026-09-06,Suporte Monitor,Mobiliario,10,367.13,Sudeste
2026-09-06,Webcam,Perifericos,14,468.02,Centro-Oeste
2026-09-06,HD Externo 2TB,Armazenamento,9,564.08,Centro-Oeste
2026-09-06,Monitor,Eletronicos,4,1516.51,Sudeste
2026-09-06,SSD 1TB,Armazenamento,8,562.75,Nordeste
2026-09-07,Headset,Perifericos,8,192.36,Nordeste
2026-09-07,Suporte Monitor,Mobiliario,13,311.90,Sudeste
2026-09-07,Webcam,Perifericos,5,470.81,Sudeste
2026-09-07,HD Externo 2TB,Armazenamento,12,681.37,Nordeste
2026-09-07,Notebook,Eletronicos,11,4132.61,Sul
2026-09-07,Monitor,Eletronicos,4,1314.02,Sudeste
2026-09-07,Pen Drive 128GB,Armazenamento,2,71.63,Norte
2026-09-07,Pen Drive 128GB,Armazenamento,10,107.05,Sudeste
2026-09-07,Suporte Monitor,Mobiliario,9,348.29,Sudeste
2026-09-07,Pen Drive 128GB,Armazenamento,1,94.93,Sudeste
2026-09-07,Mouse,Perifericos,15,44.37,Nordeste
2026-09-08,Monitor,Eletronicos,5,910.98,Sudeste
2026-09-08,SSD 1TB,Armazenamento,9,396.76,Sudeste
2026-09-08,Teclado,Perifericos,9,184.55,Nordeste
2026-09-08,Webcam,Perifericos,10,201.52,Sudeste
2026-09-08,Smartphone,Eletronicos,3,3049.63,Norte
2026-09-08,Webcam,Perifericos,12,486.48,Norte
2026-09-08,Teclado,Perifericos,14,397.73,Sudeste
2026-09-08,SSD 1TB,Armazenamento,1,502.32,Sudeste
2026-09-08,Monitor,Eletronicos,9,1453.12,Nordeste
2026-09-08,Teclado,Perifericos,9,289.89,Sudeste
2026-09-09,Smartphone,Eletronicos,14,0.00,Sudeste
2026-09-09,Cadeira Gamer,Mobiliario,6,2105.70,Sudeste
2026-09-09,SSD 1TB,Armazenamento,11,510.54,Sul
2026-09-09,HD Externo 2TB,Armazenamento,12,670.26,Sudeste
2026-09-09,Cadeira Gamer,Mobiliario,10,893.49,Nordeste
2026-09-09,HD Externo 2TB,Armazenamento,14,0.00,Sul
2026-09-09,Teclado,Perifericos,9,280.30,Sul
2026-09-09,SSD 1TB,Armazenamento,5,357.91,Nordeste
2026-09-09,Webcam,Perifericos,13,201.74,Sudeste
2026-09-09,Webcam,Perifericos,11,170.19,Norte
2026-09-09,Headset,Perifericos,3,325.02,Norte
2026-09-09,Webcam,Perifericos,9,402.69,Nordeste
2026-09-09,Mesa Ajustavel,Mobiliario,11,2382.73,Nordeste
2026-09-10,Webcam,Perifericos,3,330.07,Sul
2026-09-10,Mouse,Perifericos,14,67.84,Sudeste
2026-09-10,Smartphone,Eletronicos,2,1795.26,Sudeste
2026-09-10,Smartphone,Eletronicos,13,3314.76,Norte
2026-09-10,Mouse,Perifericos,7,52.48,Sul
2026-09-11,Cadeira Gamer,Mobiliario,3,2037.37,Nordeste
2026-09-11,Teclado,Perifericos,10,117.05,Sudeste
2026-09-11,Smartphone,Eletronicos,7,2287.42,Sudeste
2026-09-11,Mesa Ajustavel,Mobiliario,11,1990.95,Nordeste
2026-09-11,Monitor,Eletronicos,2,1080.04,Sul
2026-09-11,Headset,Perifericos,14,521.10,Nordeste
2026-09-11,Cadeira Gamer,Mobiliario,4,2285.58,Sudeste
2026-09-11,Suporte Monitor,Mobiliario,3,187.24,Nordeste
2026-09-11,Teclado,Perifericos,5,404.24,Sul
2026-09-11,Mouse,Perifericos,11,103.99,Sudeste
2026-09-12,Webcam,Perifericos,14,314.23,Sudeste
2026-09-12,Suporte Monitor,Mobiliario,13,313.29,Sul
2026-09-12,Suporte Monitor,Mobiliario,6,340.40,Sul
2026-09-12,SSD 1TB,Armazenamento,3,351.47,Sul
2026-09-12,Suporte Monitor,Mobiliario,3,220.43,Nordeste
2026-09-12,SSD 1TB,Armazenamento,3,743.15,Sul
2026-09-13,SSD 1TB,Armazenamento,4,456.95,Centro-Oeste
2026-09-13,Monitor,Eletronicos,13,1045.38,Nordeste
2026-09-13,Mouse,Perifericos,1,0.00,Sul
2026-09-13,SSD 1TB,Armazenamento,2,382.37,Nordeste
2026-09-13,Pen Drive 128GB,Armazenamento,11,78.38,Sudeste
2026-09-13,SSD 1TB,Armazenamento,15,673.69,Sul
2026-09-13,Cadeira Gamer,Mobiliario,6,2150.76,Nordeste
2026-09-13,Monitor,Eletronicos,3,1274.24,Sudeste
2026-09-13,HD Externo 2TB,Armazenamento,4,513.06,Sudeste
2026-09-13,Headset,Perifericos,2,643.72,Sul
2026-09-13,Cadeira Gamer,Mobiliario,4,1012.23,Sudeste
2026-09-13,Teclado,Perifericos,12,97.88,Norte
2026-09-14,Pen Drive 128GB,Armazenamento,6,113.60,Sudeste
2026-09-14,Notebook,Eletronicos,14,4266.98,Sudeste
2026-09-14,Mesa Ajustavel,Mobiliario,7,1224.07,Sul
2026-09-14,Cadeira Gamer,Mobiliario,6,1172.95,Sul
2026-09-14,HD Externo 2TB,Armazenamento,10,409.63,Sudeste
2026-09-14,Webcam,Perifericos,10,360.09,Sul
2026-09-14,Monitor,Eletronicos,3,1684.51,Sudeste
2026-09-14,Smartphone,Eletronicos,7,3421.96,Sul
2026-09-14,Smartphone,Eletronicos,1,1360.34,Nordeste
2026-09-14,Monitor,Eletronicos,2,1001.48,Nordeste
2026-09-14,Headset,Perifericos,1,619.41,Sudeste
2026-09-14,Smartphone,Eletronicos,4,2907.85,Sudeste
2026-09-15,Notebook,Eletronicos,2,4371.87,Sudeste
2026-09-15,HD Externo 2TB,Armazenamento,2,383.93,Sudeste
2026-09-15,Notebook,Eletronicos,8,4420.13,Sul
2026-09-15,Suporte Monitor,Mobiliario,6,139.83,Nordeste
2026-09-15,Webcam,Perifericos,6,241.86,Centro-Oeste
2026-09-15,Notebook,Eletronicos,9,3388.92,Norte
2026-09-15,Smartphone,Eletronicos,5,1878.58,Sudeste
2026-09-15,Pen Drive 128GB,Armazenamento,8,71.21,Sudeste
2026-09-15,Headset,Perifericos,2,496.91,Centro-Oeste
2026-09-15,Mesa Ajustavel,Mobiliario,2,1931.68,Nordeste
2026-09-15,Mouse,Perifericos,4,162.67,Sudeste
2026-09-15,Pen Drive 128GB,Armazenamento,2,121.93,Norte
2026-09-15,Teclado,Perifericos,1,194.55,Sudeste
2026-09-15,Smartphone,Eletronicos,4,2740.55,Nordeste
2026-09-16,Smartphone,Eletronicos,2,2005.76,Sul
2026-09-16,Monitor,Eletronicos,12,1872.06,Nordeste
2026-09-16,Cadeira Gamer,Mobiliario,7,2187.52,Sudeste
2026-09-16,Headset,Perifericos,14,161.28,Sudeste
2026-09-16,Notebook,Eletronicos,1,4090.18,Sudeste
2026-09-16,Cadeira Gamer,Mobiliario,4,995.31,Sudeste
2026-09-16,Smartphone,Eletronicos,5,2359.63,Sudeste
2026-09-16,Cadeira Gamer,Mobiliario,15,1687.57,Sudeste
2026-09-16,Mesa Ajustavel,Mobiliario,13,2151.18,Sudeste
2026-09-16,HD Externo 2TB,Armazenamento,15,563.38,Nordeste
2026-09-17,HD Externo 2TB,Armazenamento,2,578.57,Sul
2026-09-17,Cadeira Gamer,Mobiliario,9,1397.77,Sul
2026-09-17,Mouse,Perifericos,8,183.98,Centro-Oeste
2026-09-17,Mesa Ajustavel,Mobiliario,12,2712.04,Sul
2026-09-17,Pen Drive 128GB,Armazenamento,12,115.71,Sudeste
2026-09-17,Cadeira Gamer,Mobiliario,6,1463.18,Sul
2026-09-17,Suporte Monitor,Mobiliario,14,301.46,Sul
2026-09-17,Smartphone,Eletronicos,4,2870.90,Nordeste
2026-09-18,Suporte Monitor,Mobiliario,1,183.15,Nordeste
2026-09-18,Notebook,Eletronicos,13,4353.71,Nordeste
2026-09-18,Webcam,Perifericos,1,400.56,Sudeste
2026-09-18,Suporte Monitor,Mobiliario,10,165.05,Sudeste
2026-09-18,Webcam,Perifericos,8,172.56,Sudeste
2026-09-18,Headset,Perifericos,10,195.31,Centro-Oeste
2026-09-19,Teclado,Perifericos,7,330.62,Norte
2026-09-19,Suporte Monitor,Mobiliario,12,127.87,Nordeste
2026-09-19,Mesa Ajustavel,Mobiliario,15,1194.81,Sudeste
2026-09-19,Teclado,Perifericos,10,169.30,Sudeste
2026-09-19,HD Externo 2TB,Armazenamento,5,412.22,Sul
2026-09-19,Smartphone,Eletronicos,5,1441.87,Centro-Oeste
2026-09-19,HD Externo 2TB,Armazenamento,10,392.50,Norte
2026-09-19,SSD 1TB,Armazenamento,2,587.87,Sudeste
2026-09-19,Webcam,Perifericos,7,213.94,Sudeste
2026-09-19,Mouse,Perifericos,13,119.27,Sudeste
2026-09-19,Pen Drive 128GB,Armazenamento,1,109.94,Centro-Oeste
2026-09-20,Mouse,Perifericos,3,118.14,Sudeste
2026-09-20,SSD 1TB,Armazenamento,14,618.93,Nordeste
2026-09-20,Pen Drive 128GB,Armazenamento,12,67.04,Sudeste
2026-09-20,HD Externo 2TB,Armazenamento,14,463.32,Norte
2026-09-20,Teclado,Perifericos,14,191.84,Sudeste
2026-09-20,Cadeira Gamer,Mobiliario,13,1165.55,Centro-Oeste
2026-09-20,Pen Drive 128GB,Armazenamento,4,57.80,Centro-Oeste
2026-09-20,Pen Drive 128GB,Armazenamento,10,54.26,Sudeste
2026-09-20,Webcam,Perifericos,12,282.87,Sul
2026-09-20,Pen Drive 128GB,Armazenamento,5,49.98,Centro-Oeste
2026-09-20,Suporte Monitor,Mobiliario,13,205.70,Centro-Oeste
2026-09-21,HD Externo 2TB,Armazenamento,4,487.51,Sudeste
2026-09-21,SSD 1TB,Armazenamento,14,646.12,Nordeste
2026-09-21,Monitor,Eletronicos,7,1420.38,Norte
2026-09-21,Smartphone,Eletronicos,6,1209.92,Sudeste
2026-09-21,HD Externo 2TB,Armazenamento,9,557.08,Sul
2026-09-21,Smartphone,Eletronicos,,1403.76,Nordeste
2026-09-21,Webcam,Perifericos,3,465.91,Nordeste
2026-09-22,Smartphone,Eletronicos,12,3666.60,Nordeste
2026-09-22,Headset,Perifericos,4,336.92,Sul
2026-09-22,Mouse,Perifericos,11,80.23,Sudeste
2026-09-22,Notebook,Eletronicos,13,3984.00,Sudeste
2026-09-22,Suporte Monitor,Mobiliario,9,112.38,Sudeste
2026-09-22,Suporte Monitor,Mobiliario,8,180.17,Sudeste
2026-09-22,Cadeira Gamer,Mobiliario,3,2260.75,Nordeste
2026-09-22,Webcam,Perifericos,10,375.20,Nordeste
2026-09-22,Mouse,Perifericos,5,186.00,Sul
2026-09-22,Webcam,Perifericos,13,464.98,Norte
2026-09-22,Notebook,Eletronicos,4,4287.81,Sudeste
2026-09-22,Notebook,Eletronicos,1,3575.96,Centro-Oeste
2026-09-22,HD Externo 2TB,Armazenamento,5,0.00,Sul
2026-09-23,Mesa Ajustavel,Mobiliario,3,1982.79,Sudeste
2026-09-23,Suporte Monitor,Mobiliario,15,325.51,Sul
2026-09-23,Monitor,Eletronicos,5,1661.46,Nordeste
2026-09-23,Notebook,Eletronicos,1,3341.82,Centro-Oeste
2026-09-23,Monitor,Eletronicos,3,1774.48,Sudeste
2026-09-23,Monitor,Eletronicos,13,1225.16,Sul
2026-09-23,SSD 1TB,Armazenamento,2,615.26,Sudeste
2026-09-23,SSD 1TB,Armazenamento,13,569.07,Centro-Oeste
2026-09-23,Mesa Ajustavel,Mobiliario,15,1839.60,Sudeste
2026-09-23,Notebook,Eletronicos,14,4149.21,Sudeste
2026-09-23,Headset,Perifericos,12,340.89,Nordeste
2026-09-24,SSD 1TB,Armazenamento,10,366.47,Sudeste
2026-09-24,Smartphone,Eletronicos,5,3108.39,Sudeste
2026-09-24,Headset,Perifericos,1,260.56,Sudeste
2026-09-24,Notebook,Eletronicos,8,4045.39,Centro-Oeste
2026-09-24,Webcam,Perifericos,15,290.12,Sul
2026-09-24,Suporte Monitor,Mobiliario,12,103.83,Centro-Oeste
2026-09-24,Headset,Perifericos,6,218.89,Sudeste
2026-09-24,Cadeira Gamer,Mobiliario,5,1209.00,Sudeste
2026-09-24,Mesa Ajustavel,Mobiliario,9,2336.72,Centro-Oeste
2026-09-24,Mesa Ajustavel,Mobiliario,,1687.03,Sudeste
2026-09-24,Notebook,Eletronicos,15,4294.23,Nordeste
2026-09-24,Mouse,Perifericos,4,176.58,Sul
2026-09-24,Headset,Perifericos,10,356.43,Centro-Oeste
2026-09-25,Mouse,Perifericos,4,38.09,Sul
2026-09-25,Headset,Perifericos,4,547.42,Sudeste
2026-09-25,Smartphone,Eletronicos,12,3584.78,Nordeste
2026-09-25,HD Externo 2TB,Armazenamento,13,490.62,Nordeste
2026-09-25,SSD 1TB,Armazenamento,2,750.88,Sudeste
2026-09-25,Monitor,Eletronicos,15,1875.41,Sudeste
2026-09-25,Smartphone,Eletronicos,15,2328.92,Sudeste
2026-09-25,HD Externo 2TB,Armazenamento,5,584.79,Sudeste
2026-09-25,Suporte Monitor,Mobiliario,10,311.14,Centro-Oeste
2026-09-25,Monitor,Eletronicos,13,893.11,Sudeste
2026-09-25,Cadeira Gamer,Mobiliario,10,1557.00,Sudeste
2026-09-25,Cadeira Gamer,Mobiliario,9,1383.16,Sudeste
2026-09-26,Cadeira Gamer,Mobiliario,6,1135.63,Centro-Oeste
2026-09-26,Smartphone,Eletronicos,1,3666.85,Centro-Oeste
2026-09-26,Pen Drive 128GB,Armazenamento,4,58.83,Sudeste
2026-09-26,SSD 1TB,Armazenamento,10,540.95,Sudeste
